date;Ubat;Usol;temp;hum
2021-09-28 20:06:52;0;548;24.70;64.00
2021-09-28 20:07:56;0;544;24.70;63.70
2021-09-28 20:09:00;0;490;24.70;63.60
2021-09-28 20:10:03;0;502;24.70;63.60
2021-09-28 20:11:07;0;546;24.80;63.40
2021-09-28 20:12:11;0;522;24.80;63.40
2021-09-28 20:13:14;0;653;24.90;63.20
2021-09-28 20:14:23;0;1030;24.90;63.20
2021-09-28 20:14:38;0;1019;24.90;64.40
2021-09-28 20:16:58;0;1024;25.00;63.20
2021-09-28 20:18:02;0;1017;25.10;62.10
2021-09-28 20:25:39;0;1017;25.20;62.60
2021-09-28 20:26:28;0;1030;25.50;62.20
2021-09-28 20:27:34;0;1054;25.60;62.70
2021-09-28 20:27:49;0;1068;25.70;61.80
2021-09-28 20:30:55;0;799;25.70;61.40
2021-09-28 20:32:46;0;1061;25.70;61.40
2021-09-28 20:36:58;0;1047;25.70;61.40
2021-09-28 20:38:31;0;518;25.80;61.20
2021-09-28 20:38:46;0;616;25.70;61.10
2021-09-28 20:38:57;0;515;25.80;61.10
2021-09-28 20:39:12;0;1074;25.80;61.40
2021-09-28 20:40:16;0;1077;25.80;61.60
2021-09-28 20:41:22;0;1058;25.90;61.10
2021-09-28 20:41:39;0;745;25.80;60.80
2021-09-28 20:45:22;0;929;25.90;60.10
2021-09-28 20:45:46;0;573;25.90;60.70
2021-09-28 20:48:21;0;627;25.90;60.70
2021-09-28 20:48:50;0;3;26.00;60.50
2021-09-28 21:18:24;0;831;25.30;63.40
2021-09-28 21:19:03;0;833;25.30;63.00
2021-09-28 21:19:10;0;820;25.30;63.60
2021-09-28 21:20:14;0;834;25.30;63.50
2021-09-28 21:21:18;0;829;25.30;63.00
2021-09-28 21:22:22;0;813;25.30;62.90
2021-09-28 21:23:26;0;817;25.30;62.50
2021-09-28 21:24:30;0;824;25.40;62.70
2021-09-28 21:25:33;0;413;25.40;62.70
2021-09-28 21:26:37;0;827;25.40;62.70
2021-09-28 21:27:41;0;207;25.40;62.40
2021-09-28 21:28:45;0;214;25.40;62.20
2021-09-28 21:29:49;0;214;25.40;62.10
2021-09-28 21:30:55;0;210;25.50;61.80
2021-09-28 21:37:34;0;205;25.50;61.90
2021-09-28 21:37:53;0;193;25.60;61.80
2021-09-28 21:38:02;0;210;25.70;62.00
2021-09-28 21:38:28;0;166;25.60;62.80
2021-09-28 21:39:31;0;207;25.70;62.00
2021-09-28 21:40:35;0;214;25.70;61.60
2021-09-28 21:41:39;0;207;25.70;61.60
2021-09-28 21:42:43;0;210;25.70;61.60
2021-09-28 21:43:47;0;214;25.70;61.60
2021-09-28 21:44:50;0;205;25.70;61.60
2021-09-28 21:45:55;0;212;25.70;61.60
2021-09-28 21:46:59;0;210;25.80;61.60
2021-09-28 21:48:03;0;217;25.80;61.40
2021-09-28 21:49:06;0;219;25.70;61.10
2021-09-28 21:50:10;0;214;25.80;61.30
2021-09-28 21:51:14;0;214;25.70;61.00
2021-09-28 21:52:18;0;221;25.80;61.20
2021-09-28 21:53:22;0;216;25.80;61.10
2021-09-28 21:54:25;0;212;25.80;61.40
2021-09-28 21:55:29;0;223;25.80;61.30
2021-09-28 21:56:33;0;225;25.80;61.20
2021-09-28 21:57:40;0;225;25.80;60.90
2021-09-28 21:58:43;0;217;25.80;61.20
2021-09-28 21:59:47;0;219;25.80;61.30
2021-09-28 22:00:51;0;221;25.80;61.30
2021-09-28 22:01:55;0;217;25.80;61.30
2021-09-28 22:02:59;0;258;25.90;61.50
2021-09-28 22:04:03;0;216;25.80;61.30
2021-09-28 22:05:06;0;219;25.80;61.50
2021-09-28 22:06:10;0;1729;25.90;61.60
2021-09-28 22:07:14;0;209;25.90;61.60
2021-09-28 22:08:18;0;209;25.90;61.60
2021-09-28 22:09:38;0;214;25.90;61.50
2021-09-28 22:10:47;0;209;25.90;61.60
2021-09-28 22:10:53;0;216;25.90;62.20
2021-09-28 22:12:18;0;36;25.90;61.80
2021-09-28 22:12:24;0;209;25.90;62.00
2021-09-28 22:13:27;0;210;25.90;62.30
2021-09-28 22:14:20;0;212;25.90;61.50
2021-09-28 22:14:50;0;202;25.90;61.50
2021-09-28 22:15:41;0;205;25.90;61.50
2021-09-28 22:15:54;0;209;25.90;61.50
2021-09-28 22:17:00;0;212;25.90;61.50
2021-09-28 22:17:26;0;89;26.00;61.50
2021-09-28 22:17:41;0;209;26.00;61.80
2021-09-28 22:18:39;0;203;26.00;61.70
2021-09-28 22:18:55;0;58;26.00;61.50
2021-09-28 22:19:02;0;202;26.00;62.20
2021-09-28 22:20:08;0;210;26.00;62.10
2021-09-28 22:21:13;0;214;26.00;61.60
2021-09-28 22:21:33;0;0;26.00;61.80
2021-09-28 22:23:43;0;50;26.00;62.20
2021-09-28 22:27:33;0;203;26.00;61.90
2021-09-28 22:27:42;0;0;26.10;61.70
2021-09-28 22:30:09;0;219;26.10;62.30
2021-09-28 22:30:21;0;205;26.20;61.90
2021-09-28 22:30:26;0;212;26.10;62.10
2021-09-28 22:31:30;0;216;26.10;62.20
2021-09-28 22:32:34;0;210;26.10;62.00
2021-09-28 22:33:35;0;198;26.10;61.90
2021-09-28 22:34:00;0;207;26.10;62.00
2021-09-28 22:35:04;0;207;26.10;65.70
2021-09-28 22:36:07;0;202;26.10;61.90
2021-09-28 22:37:11;0;223;26.10;61.20
2021-09-28 22:37:54;0;212;26.10;61.20
2021-09-28 22:38:02;0;216;26.10;60.80
2021-09-28 22:39:05;0;221;26.10;60.90
2021-09-28 22:40:09;0;214;26.10;60.80
2021-09-28 22:41:39;0;212;26.10;60.60
2021-09-28 22:41:57;0;207;26.10;61.10
2021-09-28 22:42:03;0;221;26.10;61.10
2021-09-28 22:43:07;0;216;26.00;60.90
2021-09-28 22:44:10;0;214;26.00;60.60
2021-09-28 22:45:17;0;219;26.10;60.80
2021-09-28 22:46:21;0;217;26.00;60.60
2021-09-28 22:47:25;0;212;26.00;60.80
2021-09-28 22:48:29;0;219;26.10;60.70
2021-09-28 22:49:35;0;221;26.00;60.40
2021-09-28 22:50:24;0;214;26.00;60.70
2021-09-28 22:50:48;0;203;26.00;60.60
2021-09-28 22:54:40;0;21;26.00;60.70
2021-09-28 22:55:25;0;26;26.10;60.60
2021-09-28 23:03:41;0;59;26.00;61.10
2021-09-28 23:04:10;0;45;26.10;60.80
2021-09-28 23:04:16;0;49;26.10;60.70
2021-09-28 23:04:32;0;54;26.10;60.60
2021-09-28 23:05:36;0;66;26.10;61.40
2021-09-28 23:05:53;0;5;26.10;60.50
2021-09-28 23:06:04;0;68;26.10;61.60
2021-09-28 23:06:46;0;65;26.10;59.90
2021-09-28 23:06:56;0;65;26.10;61.30
2021-09-28 23:07:05;0;70;26.10;60.80
2021-09-28 23:07:16;0;70;26.10;60.80
2021-09-28 23:08:19;0;63;26.10;60.70
2021-09-28 23:09:23;0;63;26.20;60.50
2021-09-28 23:10:27;0;61;26.20;60.30
2021-09-28 23:11:31;0;65;26.10;60.20
2021-09-28 23:12:35;0;68;26.10;60.40
2021-09-28 23:13:39;0;72;26.10;60.30
2021-09-28 23:14:30;0;72;26.10;60.30
2021-09-28 23:15:11;0;65;26.10;60.40
2021-09-28 23:16:01;0;3;26.10;60.40
2021-09-28 23:16:12;0;82;nan;nan
2021-09-28 23:17:16;0;73;nan;nan
2021-09-28 23:18:17;0;73;nan;nan
2021-09-28 23:18:28;0;73;nan;nan
2021-09-28 23:18:40;0;80;26.30;60.70
2021-09-28 23:20:12;0;68;26.30;59.50
2021-09-28 23:20:16;0;73;26.30;59.50
2021-09-28 23:20:31;0;59;26.30;62.00
2021-09-28 23:20:39;0;82;26.30;67.00
2021-09-28 23:21:31;0;70;26.40;70.80
2021-09-28 23:22:35;0;84;26.40;59.40
2021-09-28 23:23:42;0;75;26.40;59.50
